Comunidad,Año,Mes,Temperatura Media,Temperatura Minima,Temperatura Maxima,Presion Maxima,Racha
Principado de Asturias,2015,Febrero,8.59,5.46,11.7,989.53,14.19
Región de Murcia,2015,Febrero,11.01,6.38,15.63,992.12,12.15
La Rioja,2015,Febrero,5.92,2.18,9.66,979.88,9.7
Ceuta,2015,Febrero,12.57,10.46,14.69,1012.68,14.86
Melilla,2015,Febrero,13.29,11.08,15.5,1015.08,16.24
Andalucía,2015,Marzo,13.4,7.66,19.13,980.91,9.13
Aragón,2015,Marzo,9.71,3.76,15.67,947.39,11.49
Islas Baleares,2015,Marzo,11.86,7.42,16.3,1018.02,11.62
Cataluña,2015,Marzo,11.17,5.79,16.55,974.75,10.42
Canarias,2015,Marzo,17.17,13.82,20.51,996.34,12.55
Cantabria,2015,Marzo,9.53,5.95,13.12,998.93,10.5
Castilla-La Mancha,2015,Marzo,10.33,3.56,17.1,936.24,9.33
Castilla y León,2015,Marzo,7.72,1.15,14.28,914.75,10.17
Comunidad de Madrid,2015,Marzo,9.03,3.19,14.86,912.64,10.77
Comunidad Foral de Navarra,2015,Marzo,9.79,4.51,15.07,979.83,10.59
Comunidad Valenciana,2015,Marzo,12.73,7.42,18.03,990.56,10.13
Extremadura,2015,Marzo,12.8,5.99,19.61,979.8,9.21
Galicia,2015,Marzo,10.61,5.91,15.32,994.92,11.4
País Vasco,2015,Marzo,9.26,5.48,13.04,1001.28,10.36
Principado de Asturias,2015,Marzo,9.87,6.5,13.23,1008.5,10.48
Región de Murcia,2015,Marzo,14.02,8.37,19.67,994.42,9.58
La Rioja,2015,Marzo,10.79,5.45,16.1,981.97,8.87
Ceuta,2015,Marzo,15.52,12.4,18.63,1012.68,10.17
Melilla,2015,Marzo,15.27,11.46,19.07,1014.97,10.04
Andalucía,2015,Abril,16.26,11.09,21.44,979.31,10.26
Aragón,2015,Abril,13.24,6.43,20.05,949.0,10.38
Islas Baleares,2015,Abril,14.78,9.84,19.72,1019.07,10.17
Cataluña,2015,Abril,13.7,7.44,19.96,975.85,8.85
Canarias,2015,Abril,18.08,14.8,21.37,994.65,10.76
Cantabria,2015,Abril,13.08,8.6,17.56,992.88,9.98
Castilla-La Mancha,2015,Abril,13.41,6.76,20.05,935.55,10.36
Castilla y León,2015,Abril,10.86,4.67,17.05,912.25,10.36
Comunidad de Madrid,2015,Abril,12.06,6.34,17.78,910.25,10.87
Comunidad Foral de Navarra,2015,Abril,13.62,6.91,20.33,978.11,10.33
Comunidad Valenciana,2015,Abril,15.05,9.73,20.36,990.6,9.58
Extremadura,2015,Abril,15.74,9.93,21.56,977.37,9.86
Galicia,2015,Abril,13.78,8.66,18.89,989.17,9.96
País Vasco,2015,Abril,13.76,8.58,18.94,998.38,10.33
Principado de Asturias,2015,Abril,12.65,8.76,16.55,996.31,9.87
Región de Murcia,2015,Abril,16.12,11.05,21.2,993.96,9.91
La Rioja,2015,Abril,13.67,6.98,20.33,979.61,9.42
Ceuta,2015,Abril,16.6,14.14,19.06,1010.0,10.44
Melilla,2015,Abril,16.95,14.42,19.48,1014.16,9.81
Andalucía,2015,Mayo,21.14,14.41,27.87,978.42,9.93
Aragón,2015,Mayo,17.34,9.84,24.83,947.44,11.79
Islas Baleares,2015,Mayo,19.36,13.63,25.09,1016.93,10.44
Cataluña,2015,Mayo,17.95,11.4,24.51,973.65,10.31
Canarias,2015,Mayo,20.86,17.29,24.44,994.61,11.87
Cantabria,2015,Mayo,14.78,10.8,18.75,994.65,10.98
Castilla-La Mancha,2015,Mayo,18.85,10.58,27.12,935.91,10.24
Castilla y León,2015,Mayo,14.62,7.07,22.15,913.57,11.5
Comunidad de Madrid,2015,Mayo,17.08,9.65,24.52,910.19,11.14
Comunidad Foral de Navarra,2015,Mayo,16.71,10.52,22.85,977.97,11.62
Comunidad Valenciana,2015,Mayo,19.67,13.33,26.01,988.85,9.77
Extremadura,2015,Mayo,21.12,13.14,29.09,976.94,9.88
Galicia,2015,Mayo,15.35,10.1,20.6,991.5,12.11
País Vasco,2015,Mayo,15.35,10.86,19.83,999.69,10.85
Principado de Asturias,2015,Mayo,14.14,10.25,18.04,991.74,10.51
Región de Murcia,2015,Mayo,21.09,14.71,27.46,994.78,9.59
La Rioja,2015,Mayo,17.34,10.6,24.08,980.14,9.22
Ceuta,2015,Mayo,20.25,16.81,23.7,1009.0,9.04
Melilla,2015,Mayo,20.66,17.34,23.99,1012.66,9.57
Andalucía,2015,Junio,23.63,17.15,30.11,978.54,10.19
Aragón,2015,Junio,21.66,13.95,29.36,949.97,10.78
Islas Baleares,2015,Junio,23.11,17.42,28.79,1015.66,9.34
Cataluña,2015,Junio,21.79,15.51,28.08,973.21,9.04
Canarias,2015,Junio,21.19,18.07,24.31,995.56,11.0
Cantabria,2015,Junio,17.51,13.07,21.96,998.77,8.32
Castilla-La Mancha,2015,Junio,22.42,14.62,30.22,935.06,10.03
Castilla y León,2015,Junio,19.12,11.42,26.8,912.76,10.25
Comunidad de Madrid,2015,Junio,21.63,14.58,28.68,910.72,10.68
Comunidad Foral de Navarra,2015,Junio,20.65,13.79,27.51,974.1,9.73
Comunidad Valenciana,2015,Junio,22.67,16.53,28.8,989.1,9.14
Extremadura,2015,Junio,24.83,17.16,32.51,976.75,9.98
Galicia,2015,Junio,18.94,12.86,25.03,988.83,10.19
País Vasco,2015,Junio,18.71,14.05,23.38,998.28,8.67
Principado de Asturias,2015,Junio,16.76,13.0,20.51,987.27,8.85
Región de Murcia,2015,Junio,23.82,17.19,30.41,993.05,9.49
La Rioja,2015,Junio,21.54,14.08,29.01,978.63,8.27
Ceuta,2015,Junio,22.11,18.83,25.38,1008.65,8.82
Melilla,2015,Junio,22.69,19.56,25.83,1012.09,9.31
Andalucía,2015,Julio,28.31,21.28,35.34,976.24,9.54
Aragón,2015,Julio,25.57,17.44,33.7,945.82,11.65
Islas Baleares,2015,Julio,26.87,21.99,31.75,1014.1,9.23
Cataluña,2015,Julio,25.68,19.72,31.64,972.56,9.62
Canarias,2015,Julio,24.1,20.72,27.48,994.09,13.01
Cantabria,2015,Julio,20.36,15.93,24.8,1003.14,9.4
Castilla-La Mancha,2015,Julio,27.91,19.27,36.55,933.52,10.41
Castilla y León,2015,Julio,22.58,14.11,31.06,912.32,10.56
Comunidad de Madrid,2015,Julio,26.74,19.24,34.24,909.67,11.07
Comunidad Foral de Navarra,2015,Julio,23.62,16.53,30.72,975.17,10.12
Comunidad Valenciana,2015,Julio,27.08,21.52,32.65,986.53,9.19
Extremadura,2015,Julio,28.04,19.25,36.82,974.98,9.84
Galicia,2015,Julio,20.15,14.51,25.78,990.31,10.39
País Vasco,2015,Julio,21.04,16.43,25.67,997.56,9.45
Principado de Asturias,2015,Julio,19.35,15.24,23.46,986.71,9.43
Región de Murcia,2015,Julio,28.58,22.36,34.81,989.59,9.37
La Rioja,2015,Julio,24.81,17.23,32.4,977.9,8.96
Ceuta,2015,Julio,27.4,22.67,32.13,1006.33,8.93
Melilla,2015,Julio,27.63,23.65,31.6,1009.42,8.44
Andalucía,2015,Agosto,26.41,20.47,32.36,977.27,10.16
Aragón,2015,Agosto,23.07,15.88,30.25,945.42,10.57
Islas Baleares,2015,Agosto,25.53,20.96,30.09,1014.14,9.8
Cataluña,2015,Agosto,23.51,17.91,29.1,972.31,9.36
Canarias,2015,Agosto,24.51,21.38,27.64,994.08,12.41
Cantabria,2015,Agosto,19.9,14.87,24.94,994.65,10.65
Castilla-La Mancha,2015,Agosto,24.98,17.48,32.49,934.05,10.34
Castilla y León,2015,Agosto,20.28,12.4,28.17,911.52,11.08
Comunidad de Madrid,2015,Agosto,23.12,16.1,30.14,908.65,11.56
Comunidad Foral de Navarra,2015,Agosto,22.23,15.15,29.3,974.81,10.2
Comunidad Valenciana,2015,Agosto,25.59,20.63,30.55,989.06,9.33
Extremadura,2015,Agosto,25.95,18.13,33.76,975.03,10.04
Galicia,2015,Agosto,19.15,14.17,24.14,988.81,10.91
País Vasco,2015,Agosto,20.76,15.16,26.37,995.13,10.35
Principado de Asturias,2015,Agosto,18.67,14.43,22.91,984.26,10.49
Región de Murcia,2015,Agosto,27.77,22.49,33.07,991.57,9.58
La Rioja,2015,Agosto,22.89,15.28,30.5,976.56,8.82
Ceuta,2015,Agosto,25.51,22.03,28.98,1007.15,9.62
Melilla,2015,Agosto,27.35,24.51,30.19,1010.17,10.06
Andalucía,2015,Septiembre,21.87,16.13,27.6,977.63,9.35
Aragón,2015,Septiembre,17.55,11.01,24.1,945.31,9.67
Islas Baleares,2015,Septiembre,21.34,17.09,25.58,1014.45,10.25
Cataluña,2015,Septiembre,19.01,13.8,24.23,972.41,8.75
Canarias,2015,Septiembre,24.15,21.13,27.16,993.81,9.32
Cantabria,2015,Septiembre,16.45,12.23,20.67,996.66,9.93
Castilla-La Mancha,2015,Septiembre,19.39,12.38,26.4,934.12,9.66
Castilla y León,2015,Septiembre,15.42,8.16,22.67,911.34,9.95
Comunidad de Madrid,2015,Septiembre,17.84,11.45,24.23,908.26,10.15
Comunidad Foral de Navarra,2015,Septiembre,17.04,10.93,23.15,975.36,9.45
Comunidad Valenciana,2015,Septiembre,21.18,16.06,26.29,989.99,8.64
Extremadura,2015,Septiembre,21.57,14.28,28.86,975.42,9.87
Galicia,2015,Septiembre,16.8,11.43,22.18,988.2,10.03
País Vasco,2015,Septiembre,16.62,12.03,21.21,996.21,9.35
Principado de Asturias,2015,Septiembre,15.7,11.98,19.41,985.1,10.74
Región de Murcia,2015,Septiembre,22.73,17.56,27.89,991.85,9.01
La Rioja,2015,Septiembre,17.91,11.33,24.49,977.15,7.98
Ceuta,2015,Septiembre,22.35,19.08,25.63,1007.55,8.98
Melilla,2015,Septiembre,23.75,20.85,26.65,1010.96,9.51
Andalucía,2015,Octubre,18.94,14.48,23.39,977.99,8.66
Aragón,2015,Octubre,14.2,8.43,19.97,944.63,9.18
Islas Baleares,2015,Octubre,18.46,14.55,22.37,1013.75,10.09
Cataluña,2015,Octubre,15.82,10.79,20.86,971.53,7.85
Canarias,2015,Octubre,23.09,19.97,26.21,992.41,10.16
Cantabria,2015,Octubre,15.2,11.15,19.24,996.06,10.5
Castilla-La Mancha,2015,Octubre,15.32,9.7,20.95,933.24,8.77
Castilla y León,2015,Octubre,12.05,6.77,17.31,911.37,10.02
Comunidad de Madrid,2015,Octubre,13.86,8.95,18.77,914.08,9.3
Comunidad Foral de Navarra,2015,Octubre,14.07,8.94,19.2,974.41,9.43
Comunidad Valenciana,2015,Octubre,17.68,13.02,22.33,985.9,7.87
Extremadura,2015,Octubre,17.69,13.09,22.29,974.65,8.87
Galicia,2015,Octubre,14.88,10.87,18.89,985.51,11.64
País Vasco,2015,Octubre,15.17,10.9,19.45,994.55,9.96
Principado de Asturias,2015,Octubre,13.9,10.3,17.5,983.26,10.66
Región de Murcia,2015,Octubre,19.51,14.63,24.4,989.78,8.01
La Rioja,2015,Octubre,14.25,8.73,19.79,976.31,8.29
Ceuta,2015,Octubre,20.67,18.0,23.33,1007.02,7.85
Melilla,2015,Octubre,21.53,18.17,24.89,1010.88,9.22
Andalucía,2015,Noviembre,15.02,9.48,20.57,987.48,8.06
Aragón,2015,Noviembre,10.58,5.17,15.98,952.45,8.81
Islas Baleares,2015,Noviembre,14.24,9.35,19.12,1022.53,9.12
Cataluña,2015,Noviembre,12.13,6.68,17.57,979.83,8.03
Canarias,2015,Noviembre,21.15,18.11,24.18,999.32,10.59
Cantabria,2015,Noviembre,13.0,8.88,17.1,1004.06,10.31
Castilla-La Mancha,2015,Noviembre,10.8,4.08,17.53,941.25,7.32
Castilla y León,2015,Noviembre,8.79,3.49,14.1,921.39,7.77
Comunidad de Madrid,2015,Noviembre,10.28,4.7,15.87,921.79,8.49
Comunidad Foral de Navarra,2015,Noviembre,10.56,5.95,15.16,983.01,7.88
Comunidad Valenciana,2015,Noviembre,14.0,8.24,19.77,994.75,7.9
Extremadura,2015,Noviembre,13.25,7.21,19.29,984.51,6.8
Galicia,2015,Noviembre,13.02,9.4,16.64,996.74,9.3
País Vasco,2015,Noviembre,12.7,8.54,16.86,1003.5,10.22
Principado de Asturias,2015,Noviembre,12.66,8.82,16.5,988.17,9.9
Región de Murcia,2015,Noviembre,14.87,9.02,20.72,999.73,7.88
La Rioja,2015,Noviembre,11.08,6.61,15.54,984.94,8.0
Ceuta,2015,Noviembre,17.74,15.35,20.14,1016.31,9.07
Melilla,2015,Noviembre,17.06,13.57,20.55,1019.84,8.88
Andalucía,2015,Diciembre,13.57,8.32,18.82,991.08,7.32
Aragón,2015,Diciembre,7.67,2.31,13.04,956.59,5.72
Islas Baleares,2015,Diciembre,12.98,8.1,17.85,1028.3,5.97
Cataluña,2015,Diciembre,9.73,4.78,14.68,984.62,5.48
Canarias,2015,Diciembre,19.45,16.12,22.78,1000.78,10.06
Cantabria,2015,Diciembre,12.48,8.29,16.66,1007.48,11.55
Castilla-La Mancha,2015,Diciembre,8.85,2.38,15.32,944.17,6.5
Castilla y León,2015,Diciembre,6.52,1.74,11.3,921.42,7.67
Comunidad de Madrid,2015,Diciembre,7.81,2.96,12.66,920.44,6.65
Comunidad Foral de Navarra,2015,Diciembre,7.67,3.0,12.36,987.15,6.4
Comunidad Valenciana,2015,Diciembre,11.85,6.34,17.37,999.67,5.46
Extremadura,2015,Diciembre,11.22,6.37,16.08,986.69,6.86
Galicia,2015,Diciembre,11.81,8.57,15.05,996.33,13.24
País Vasco,2015,Diciembre,12.4,8.21,16.59,1005.24,11.48
Principado de Asturias,2015,Diciembre,11.91,7.83,15.99,988.58,11.01
Región de Murcia,2015,Diciembre,12.78,7.19,18.37,1003.35,5.75
La Rioja,2015,Diciembre,6.54,2.61,10.47,988.73,5.49
Ceuta,2015,Diciembre,16.56,14.54,18.59,1020.13,7.9
Melilla,2015,Diciembre,15.29,11.81,18.77,1024.26,6.99
Andalucía,2016,Enero,11.99,7.73,16.26,986.2,9.52
Aragón,2016,Enero,7.3,2.96,11.63,948.56,9.62
Islas Baleares,2016,Enero,12.17,7.86,16.48,1020.0,11.84
Cataluña,2016,Enero,8.96,4.14,13.78,976.47,9.35
Canarias,2016,Enero,18.72,15.46,21.99,1000.63,9.43
Cantabria,2016,Enero,9.99,6.42,13.57,998.9,13.65
Castilla-La Mancha,2016,Enero,7.7,3.41,11.99,938.45,9.75
Castilla y León,2016,Enero,5.54,1.93,9.16,914.18,10.97
Comunidad de Madrid,2016,Enero,6.14,2.51,9.77,912.39,11.24
Comunidad Foral de Navarra,2016,Enero,7.09,3.13,11.04,978.92,8.37
Comunidad Valenciana,2016,Enero,11.59,6.65,16.53,992.3,10.24
Extremadura,2016,Enero,10.04,6.25,13.83,981.29,9.54
Galicia,2016,Enero,9.66,6.66,12.67,991.28,13.97
País Vasco,2016,Enero,10.18,6.31,14.05,998.58,13.34
Principado de Asturias,2016,Enero,9.65,6.27,13.02,986.25,14.25
Región de Murcia,2016,Enero,12.5,7.22,17.76,997.05,9.04
La Rioja,2016,Enero,7.5,3.75,11.24,980.53,7.91
Ceuta,2016,Enero,15.46,12.95,17.97,1015.87,10.4
Melilla,2016,Enero,15.24,11.81,18.66,1019.79,9.36
Andalucía,2016,Febrero,11.5,7.32,15.67,983.38,12.28
Aragón,2016,Febrero,7.08,1.8,12.35,946.32,12.46
Islas Baleares,2016,Febrero,11.65,7.27,16.04,1017.47,13.43
Cataluña,2016,Febrero,9.19,3.7,14.68,972.74,10.3
Canarias,2016,Febrero,17.6,14.66,20.55,1001.85,12.77
Cantabria,2016,Febrero,8.86,5.24,12.48,998.27,14.5
Castilla-La Mancha,2016,Febrero,7.42,2.55,12.29,936.34,12.65
Castilla y León,2016,Febrero,4.75,0.36,9.16,913.24,12.84
Comunidad de Madrid,2016,Febrero,5.61,1.33,9.89,910.33,13.88
Comunidad Foral de Navarra,2016,Febrero,7.13,2.29,11.98,977.38,10.96
Comunidad Valenciana,2016,Febrero,11.75,6.65,16.84,989.6,12.58
Extremadura,2016,Febrero,9.84,5.51,14.16,980.5,12.3
Galicia,2016,Febrero,8.81,5.57,12.03,992.74,13.62
País Vasco,2016,Febrero,8.81,4.91,12.71,998.64,13.55
Principado de Asturias,2016,Febrero,8.57,5.18,11.96,986.68,15.25
Región de Murcia,2016,Febrero,12.79,7.64,17.94,994.16,11.91
La Rioja,2016,Febrero,7.86,2.93,12.76,979.4,11.03
Ceuta,2016,Febrero,14.26,11.94,16.57,1014.3,14.82
Melilla,2016,Febrero,14.94,12.15,17.72,1017.71,15.45
Andalucía,2016,Marzo,11.98,6.47,17.49,977.33,9.89
Aragón,2016,Marzo,7.82,2.47,13.16,943.18,12.36
Islas Baleares,2016,Marzo,11.63,7.11,16.17,1013.45,12.0
Cataluña,2016,Marzo,9.79,4.19,15.39,969.85,10.31
Canarias,2016,Marzo,17.38,14.33,20.43,997.49,11.99
Cantabria,2016,Marzo,9.31,5.85,12.77,996.04,12.76
Castilla-La Mancha,2016,Marzo,8.55,2.41,14.69,931.99,10.72
Castilla y León,2016,Marzo,5.53,0.2,10.86,909.78,11.48
Comunidad de Madrid,2016,Marzo,6.5,1.19,11.82,906.5,12.12
Comunidad Foral de Navarra,2016,Marzo,7.96,3.33,12.58,977.2,11.31
Comunidad Valenciana,2016,Marzo,12.15,6.74,17.56,986.54,10.98
Extremadura,2016,Marzo,10.49,4.8,16.18,975.57,9.86
Galicia,2016,Marzo,9.48,5.32,13.63,989.61,12.28
País Vasco,2016,Marzo,9.11,5.38,12.83,995.73,11.93
Principado de Asturias,2016,Marzo,9.44,5.84,13.03,982.98,13.49
Región de Murcia,2016,Marzo,13.31,7.46,19.17,989.89,10.18
La Rioja,2016,Marzo,8.83,4.2,13.46,976.41,9.62
Ceuta,2016,Marzo,14.66,11.34,17.99,1009.31,11.21
Melilla,2016,Marzo,14.99,11.92,18.07,1012.61,13.11
Andalucía,2016,Abril,15.41,10.39,20.43,976.61,10.38
Aragón,2016,Abril,11.25,5.24,17.26,942.2,11.8
Islas Baleares,2016,Abril,14.52,10.22,18.83,1012.93,10.93
Cataluña,2016,Abril,12.78,7.3,18.27,969.06,10.2
Canarias,2016,Abril,18.7,15.46,21.93,994.18,11.06
Cantabria,2016,Abril,11.17,7.44,14.91,993.73,11.92
Castilla-La Mancha,2016,Abril,11.85,6.17,17.54,930.31,10.77
Castilla y León,2016,Abril,8.31,3.18,13.44,907.48,11.89
Comunidad de Madrid,2016,Abril,9.46,4.58,14.35,904.9,11.41
Comunidad Foral de Navarra,2016,Abril,11.21,5.69,16.73,976.07,11.9
Comunidad Valenciana,2016,Abril,14.87,9.52,20.22,984.22,10.39
Extremadura,2016,Abril,13.93,8.48,19.37,972.42,10.23
Galicia,2016,Abril,11.18,6.86,15.5,985.23,12.21
País Vasco,2016,Abril,11.71,7.32,16.1,993.19,11.94
Principado de Asturias,2016,Abril,9.99,6.63,13.36,982.57,10.89
Región de Murcia,2016,Abril,16.34,10.86,21.81,988.22,9.98
La Rioja,2016,Abril,11.58,5.46,17.69,974.64,9.74
Ceuta,2016,Abril,17.31,14.12,20.5,1006.32,10.24
Melilla,2016,Abril,17.52,14.06,20.99,1010.69,10.21
Andalucía,2016,Mayo,18.18,12.87,23.5,977.74,10.83
Aragón,2016,Mayo,15.42,8.63,22.21,943.21,11.85
Islas Baleares,2016,Mayo,17.21,12.39,22.04,1013.42,10.18
Cataluña,2016,Mayo,15.78,10.04,21.52,970.93,9.74
Canarias,2016,Mayo,19.66,16.51,22.82,994.36,11.85
Cantabria,2016,Mayo,14.55,10.57,18.53,993.9,10.51
Castilla-La Mancha,2016,Mayo,15.59,9.28,21.9,931.74,10.4
Castilla y León,2016,Mayo,12.38,6.45,18.3,908.89,10.62
Comunidad de Madrid,2016,Mayo,13.47,8.03,18.91,904.82,10.7
Comunidad Foral de Navarra,2016,Mayo,15.36,9.39,21.32,976.32,11.29
Comunidad Valenciana,2016,Mayo,17.73,12.22,23.24,985.39,9.9
Extremadura,2016,Mayo,16.92,11.15,22.7,972.9,9.95
Galicia,2016,Mayo,14.29,9.93,18.65,985.97,9.88
País Vasco,2016,Mayo,15.49,10.87,20.11,993.68,11.37
Principado de Asturias,2016,Mayo,13.52,9.94,17.09,981.86,10.4
Región de Murcia,2016,Mayo,19.0,13.1,24.88,989.21,10.18
La Rioja,2016,Mayo,16.18,9.58,22.76,975.19,10.18
Ceuta,2016,Mayo,18.87,15.9,21.83,1007.1,10.52
Melilla,2016,Mayo,19.51,16.27,22.74,1010.65,10.24
Andalucía,2016,Junio,23.52,17.01,30.03,978.95,10.23
Aragón,2016,Junio,20.84,13.01,28.67,945.63,11.5
Islas Baleares,2016,Junio,21.83,16.41,27.26,1014.75,9.46
Cataluña,2016,Junio,20.56,14.55,26.57,972.88,9.48
Canarias,2016,Junio,22.16,18.92,25.39,996.18,11.9
Cantabria,2016,Junio,17.05,12.97,21.13,997.35,9.04
Castilla-La Mancha,2016,Junio,22.43,14.45,30.41,934.82,10.56
Castilla y León,2016,Junio,17.72,10.15,25.3,912.45,10.11
Comunidad de Madrid,2016,Junio,20.68,13.36,28.0,906.92,10.81
Comunidad Foral de Navarra,2016,Junio,19.46,12.85,26.06,979.64,10.89
Comunidad Valenciana,2016,Junio,22.27,16.51,28.02,987.52,9.6
Extremadura,2016,Junio,23.63,15.59,31.66,974.86,9.87
Galicia,2016,Junio,17.55,12.64,22.46,990.04,9.57
País Vasco,2016,Junio,17.79,13.28,22.31,997.29,9.23
Principado de Asturias,2016,Junio,16.37,12.92,19.81,986.54,9.31
Región de Murcia,2016,Junio,23.9,17.51,30.3,990.5,10.1
La Rioja,2016,Junio,20.97,13.69,28.26,977.98,8.93
Ceuta,2016,Junio,22.6,18.95,26.26,1007.85,10.01
Melilla,2016,Junio,23.17,19.81,26.52,1010.89,10.63
Andalucía,2016,Julio,27.23,20.77,33.7,980.05,10.28
Aragón,2016,Julio,23.94,15.68,32.2,947.54,11.22
Islas Baleares,2016,Julio,24.89,19.64,30.15,1015.88,9.7
Cataluña,2016,Julio,23.81,17.59,30.03,974.05,9.6
Canarias,2016,Julio,23.82,20.37,27.26,993.36,12.62
Cantabria,2016,Julio,19.19,14.84,23.54,1000.01,8.33
Castilla-La Mancha,2016,Julio,26.43,18.31,34.55,936.14,10.37
Castilla y León,2016,Julio,21.6,13.1,30.09,913.53,10.05
Comunidad de Madrid,2016,Julio,25.42,17.77,33.08,910.93,10.99
Comunidad Foral de Navarra,2016,Julio,22.35,15.4,29.3,978.67,10.7
Comunidad Valenciana,2016,Julio,24.96,19.25,30.67,988.22,9.29
Extremadura,2016,Julio,28.42,19.91,36.93,974.75,10.01
Galicia,2016,Julio,20.9,14.58,27.22,990.64,9.92
País Vasco,2016,Julio,19.97,15.63,24.31,999.36,8.35
Principado de Asturias,2016,Julio,18.53,14.77,22.29,988.2,8.43
Región de Murcia,2016,Julio,26.44,20.36,32.53,991.39,9.9
La Rioja,2016,Julio,23.48,16.31,30.65,979.97,8.65
Ceuta,2016,Julio,24.93,21.39,28.46,1007.84,8.74
Melilla,2016,Julio,25.39,22.67,28.11,1010.92,9.06
Andalucía,2016,Agosto,26.97,20.72,33.23,982.3,10.37
Aragón,2016,Agosto,23.91,15.38,32.44,948.72,10.62
Islas Baleares,2016,Agosto,24.31,19.28,29.35,1017.02,9.9
Cataluña,2016,Agosto,23.74,17.34,30.14,974.92,9.25
Canarias,2016,Agosto,24.69,21.27,28.11,993.31,12.22
Cantabria,2016,Agosto,19.93,14.77,25.1,999.76,8.76
Castilla-La Mancha,2016,Agosto,25.66,17.56,33.75,936.8,9.82
Castilla y León,2016,Agosto,21.42,12.76,30.1,913.93,9.78
Comunidad de Madrid,2016,Agosto,24.62,17.04,32.2,908.73,9.93
Comunidad Foral de Navarra,2016,Agosto,23.03,15.51,30.54,978.46,10.4
Comunidad Valenciana,2016,Agosto,24.65,19.11,30.19,989.75,8.83
Extremadura,2016,Agosto,28.01,19.54,36.48,975.4,9.58
Galicia,2016,Agosto,20.87,14.15,27.59,991.16,9.85
País Vasco,2016,Agosto,21.04,15.34,26.74,999.58,9.08
Principado de Asturias,2016,Agosto,19.09,14.72,23.46,992.96,9.26
Región de Murcia,2016,Agosto,26.13,20.33,31.94,992.88,9.38
La Rioja,2016,Agosto,23.62,15.53,31.69,980.31,8.5
Ceuta,2016,Agosto,25.57,22.15,28.99,1009.17,10.17
Melilla,2016,Agosto,26.52,23.76,29.27,1012.31,9.63
Andalucía,2016,Septiembre,23.94,17.62,30.25,983.97,9.26
Aragón,2016,Septiembre,20.49,13.22,27.77,947.73,9.94
Islas Baleares,2016,Septiembre,22.81,17.83,27.79,1016.68,9.26
Cataluña,2016,Septiembre,21.2,15.12,27.28,974.52,9.26
Canarias,2016,Septiembre,23.56,20.5,26.61,995.6,11.23
Cantabria,2016,Septiembre,18.53,13.9,23.16,998.53,9.61
Castilla-La Mancha,2016,Septiembre,21.51,13.67,29.35,935.84,9.16
Castilla y León,2016,Septiembre,17.75,9.98,25.52,913.57,9.12
Comunidad de Madrid,2016,Septiembre,20.13,13.15,27.1,908.51,9.73
Comunidad Foral de Navarra,2016,Septiembre,20.26,13.6,26.91,978.54,9.12
Comunidad Valenciana,2016,Septiembre,22.8,17.17,28.44,991.15,9.06
Extremadura,2016,Septiembre,23.8,15.74,31.85,976.52,9.07
Galicia,2016,Septiembre,18.43,12.75,24.12,991.22,8.85
País Vasco,2016,Septiembre,19.39,14.09,24.69,998.3,9.96
Principado de Asturias,2016,Septiembre,17.84,14.14,21.54,999.57,8.95
Región de Murcia,2016,Septiembre,24.11,18.04,30.18,992.49,8.98
La Rioja,2016,Septiembre,20.74,13.59,27.9,979.29,8.6
Ceuta,2016,Septiembre,23.79,20.45,27.12,1009.32,9.01
Melilla,2016,Septiembre,24.58,21.55,27.61,1012.53,9.56
Andalucía,2016,Octubre,20.05,14.81,25.3,982.65,8.56
Aragón,2016,Octubre,14.97,9.07,20.87,946.26,7.63
Islas Baleares,2016,Octubre,19.41,15.24,23.58,1016.07,9.08
Cataluña,2016,Octubre,16.48,11.8,21.15,973.77,7.21
Canarias,2016,Octubre,22.32,19.12,25.53,992.09,9.92
Cantabria,2016,Octubre,14.71,10.23,19.19,996.53,8.56
Castilla-La Mancha,2016,Octubre,16.54,10.33,22.75,933.45,7.68
Castilla y León,2016,Octubre,13.35,6.95,19.75,910.95,7.93
Comunidad de Madrid,2016,Octubre,14.94,9.58,20.3,906.27,7.9
Comunidad Foral de Navarra,2016,Octubre,14.63,8.64,20.63,977.0,7.99
Comunidad Valenciana,2016,Octubre,19.05,14.44,23.66,987.97,7.13
Extremadura,2016,Octubre,18.61,12.42,24.81,974.82,8.11
Galicia,2016,Octubre,15.49,10.6,20.39,987.69,8.21
País Vasco,2016,Octubre,14.75,9.88,19.63,996.71,8.05
Principado de Asturias,2016,Octubre,14.23,10.74,17.72,985.13,8.9
Región de Murcia,2016,Octubre,20.45,15.38,25.52,991.32,7.45
La Rioja,2016,Octubre,15.23,8.71,21.74,978.16,6.99
Ceuta,2016,Octubre,20.45,17.81,23.11,1008.31,7.82
Melilla,2016,Octubre,21.85,19.09,24.61,1011.64,8.42
Andalucía,2016,Noviembre,13.31,8.75,17.88,980.39,9.05
Aragón,2016,Noviembre,8.46,3.74,13.18,944.9,8.83
Islas Baleares,2016,Noviembre,14.67,10.76,18.59,1014.45,11.46
Cataluña,2016,Noviembre,11.09,6.43,15.75,974.23,8.72
Canarias,2016,Noviembre,19.85,16.9,22.81,993.39,10.37
Cantabria,2016,Noviembre,10.32,6.58,14.06,995.05,11.39
Castilla-La Mancha,2016,Noviembre,9.03,4.25,13.81,932.1,8.63
Castilla y León,2016,Noviembre,6.34,1.72,10.97,909.32,9.5
